기준일자,주요국가대륙명,국가명,목적구분,인원,전년동기,증감률
202209,대륙전체,연도,관광,213310.0,19611.0,987.7
202209,대륙전체,연도,상용,8528.0,1895.0,350.0
202209,대륙전체,연도,공용,3589.0,1725.0,108.1
202209,대륙전체,연도,유학연수,21701.0,11393.0,90.5
202209,대륙전체,연도,기타,90510.0,55176.0,64.0
202209,대륙전체,연도,전체,337638.0,89800.0,276.0
202209,아시아,연도대륙,관광,111510.0,8303.0,1_243.0
202209,아시아,연도대륙,상용,7250.0,1109.0,553.7
202209,아시아,연도대륙,공용,1547.0,226.0,584.5
202209,아시아,연도대륙,유학연수,20570.0,10256.0,100.6
202209,아시아,연도대륙,기타,57521.0,29901.0,92.4
202209,아시아,연도대륙,전체,198398.0,49795.0,298.4
202209,아시아,중국,관광,8107.0,1264.0,541.4
202209,아시아,중국,상용,966.0,354.0,172.9
202209,아시아,중국,공용,76.0,8.0,850.0
202209,아시아,중국,유학연수,9975.0,7217.0,38.2
202209,아시아,중국,기타,10407.0,10301.0,1.0
202209,아시아,중국,전체,29531.0,19144.0,54.3
202209,아시아,일본,관광,23413.0,72.0,32_418.1
202209,아시아,일본,상용,1504.0,149.0,909.4
202209,아시아,일본,공용,64.0,12.0,433.3
202209,아시아,일본,유학연수,1143.0,313.0,265.2
202209,아시아,일본,기타,1436.0,596.0,140.9
202209,아시아,일본,전체,27560.0,1142.0,2_313.3
202209,아시아,대만,관광,3719.0,63.0,5_803.2
202209,아시아,대만,상용,343.0,26.0,1_219.2
202209,아시아,대만,공용,5.0,1.0,400.0
202209,아시아,대만,유학연수,148.0,33.0,348.5
202209,아시아,대만,기타,340.0,171.0,98.8
202209,아시아,대만,전체,4555.0,294.0,1_449.3
202209,아시아,홍콩,관광,3002.0,13.0,22_992.3
202209,아시아,홍콩,상용,53.0,23.0,130.4
202209,아시아,홍콩,공용,0.0,0.0,0
202209,아시아,홍콩,유학연수,93.0,62.0,50.0
202209,아시아,홍콩,기타,77.0,29.0,165.5
202209,아시아,홍콩,전체,3225.0,127.0,2_439.4
202209,아시아,마카오,관광,33.0,2.0,1_550.0
202209,아시아,마카오,상용,1.0,1.0,0.0
202209,아시아,마카오,공용,0.0,0.0,0
202209,아시아,마카오,유학연수,3.0,3.0,0.0
202209,아시아,마카오,기타,4.0,0.0,0
202209,아시아,마카오,전체,41.0,6.0,583.3
202209,아시아,필리핀,관광,9162.0,2932.0,212.5
202209,아시아,필리핀,상용,198.0,17.0,1_064.7
202209,아시아,필리핀,공용,91.0,38.0,139.5
202209,아시아,필리핀,유학연수,66.0,32.0,106.2
202209,아시아,필리핀,기타,8674.0,6726.0,29.0
202209,아시아,필리핀,전체,18191.0,9745.0,86.7
202209,아시아,인도네시아,관광,4842.0,872.0,455.3
202209,아시아,인도네시아,상용,67.0,8.0,737.5
202209,아시아,인도네시아,공용,134.0,6.0,2_133.3
202209,아시아,인도네시아,유학연수,242.0,101.0,139.6
202209,아시아,인도네시아,기타,4059.0,2042.0,98.8
202209,아시아,인도네시아,전체,9344.0,3029.0,208.5
202209,아시아,태국,관광,11199.0,118.0,9_390.7
202209,아시아,태국,상용,75.0,4.0,1_775.0
202209,아시아,태국,공용,90.0,3.0,2_900.0
202209,아시아,태국,유학연수,129.0,31.0,316.1
202209,아시아,태국,기타,1822.0,689.0,164.4
202209,아시아,태국,전체,13315.0,845.0,1_475.7
202209,아시아,베트남,관광,10195.0,304.0,3_253.6
202209,아시아,베트남,상용,698.0,3.0,23_166.7
202209,아시아,베트남,공용,341.0,3.0,11_266.7
202209,아시아,베트남,유학연수,3785.0,913.0,314.6
202209,아시아,베트남,기타,7765.0,565.0,1_274.3
202209,아시아,베트남,전체,22784.0,1788.0,1_174.3
202209,아시아,인도,관광,3109.0,904.0,243.9
202209,아시아,인도,상용,1514.0,101.0,1_399.0
202209,아시아,인도,공용,50.0,5.0,900.0
202209,아시아,인도,유학연수,179.0,36.0,397.2
202209,아시아,인도,기타,2375.0,1688.0,40.7
202209,아시아,인도,전체,7227.0,2734.0,164.3
202209,아시아,말레이시아,관광,5252.0,23.0,22_734.8
202209,아시아,말레이시아,상용,68.0,9.0,655.6
202209,아시아,말레이시아,공용,1.0,32.0,-96.9
202209,아시아,말레이시아,유학연수,95.0,32.0,196.9
202209,아시아,말레이시아,기타,938.0,252.0,272.2
202209,아시아,말레이시아,전체,6354.0,348.0,1_725.9
202209,아시아,싱가포르,관광,13621.0,53.0,25_600.0
202209,아시아,싱가포르,상용,310.0,43.0,620.9
202209,아시아,싱가포르,공용,5.0,0.0,0
202209,아시아,싱가포르,유학연수,23.0,6.0,283.3
202209,아시아,싱가포르,기타,903.0,96.0,840.6
202209,아시아,싱가포르,전체,14862.0,198.0,7_406.1
202209,아시아,몽골,관광,6278.0,186.0,3_275.3
202209,아시아,몽골,상용,60.0,5.0,1_100.0
202209,아시아,몽골,공용,185.0,34.0,444.1
202209,아시아,몽골,유학연수,1678.0,665.0,152.3
202209,아시아,몽골,기타,714.0,143.0,399.3
202209,아시아,몽골,전체,8915.0,1033.0,763.0
202209,아시아,우즈베키스탄,관광,828.0,29.0,2_755.2
202209,아시아,우즈베키스탄,상용,108.0,52.0,107.7
202209,아시아,우즈베키스탄,공용,4.0,5.0,-20.0
202209,아시아,우즈베키스탄,유학연수,1709.0,212.0,706.1
202209,아시아,우즈베키스탄,기타,2728.0,1318.0,107.0
202209,아시아,우즈베키스탄,전체,5377.0,1616.0,232.7
202209,아시아,미얀마,관광,1298.0,997.0,30.2
202209,아시아,미얀마,상용,41.0,1.0,4_000.0
202209,아시아,미얀마,공용,27.0,3.0,800.0
202209,아시아,미얀마,유학연수,331.0,193.0,71.5
202209,아시아,미얀마,기타,4262.0,2871.0,48.5
202209,아시아,미얀마,전체,5959.0,4065.0,46.6
202209,아시아,GCC,관광,1472.0,70.0,2_002.9
202209,아시아,GCC,상용,22.0,30.0,-26.7
202209,아시아,GCC,공용,10.0,30.0,-66.7
202209,아시아,GCC,유학연수,28.0,18.0,55.6
202209,아시아,GCC,기타,166.0,77.0,115.6
202209,아시아,GCC,전체,1698.0,225.0,654.7
202209,아시아,카자흐스탄,관광,1531.0,53.0,2_788.7
202209,아시아,카자흐스탄,상용,11.0,0.0,0
202209,아시아,카자흐스탄,공용,5.0,0.0,0
202209,아시아,카자흐스탄,유학연수,139.0,134.0,3.7
202209,아시아,카자흐스탄,기타,1369.0,717.0,90.9
202209,아시아,카자흐스탄,전체,3055.0,904.0,237.9
202209,아시아,튀르키예,관광,754.0,46.0,1_539.1
202209,아시아,튀르키예,상용,12.0,7.0,71.4
202209,아시아,튀르키예,공용,7.0,5.0,40.0
202209,아시아,튀르키예,유학연수,56.0,20.0,180.0
202209,아시아,튀르키예,기타,908.0,319.0,184.6
202209,아시아,튀르키예,전체,1737.0,397.0,337.5
202209,아시아,캄보디아,관광,630.0,84.0,650.0
202209,아시아,캄보디아,상용,10.0,6.0,66.7
202209,아시아,캄보디아,공용,68.0,6.0,1_033.3
202209,아시아,캄보디아,유학연수,37.0,18.0,105.6
202209,아시아,캄보디아,기타,2202.0,255.0,763.5
202209,아시아,캄보디아,전체,2947.0,369.0,698.6
202209,아시아,스리랑카,관광,360.0,27.0,1_233.3
202209,아시아,스리랑카,상용,29.0,1.0,2_800.0
202209,아시아,스리랑카,공용,11.0,1.0,1_000.0
202209,아시아,스리랑카,유학연수,12.0,19.0,-36.8
202209,아시아,스리랑카,기타,1425.0,332.0,329.2
202209,아시아,스리랑카,전체,1837.0,380.0,383.4
202209,아시아,방글라데시,관광,269.0,60.0,348.3
202209,아시아,방글라데시,상용,68.0,5.0,1_260.0
202209,아시아,방글라데시,공용,83.0,1.0,8_200.0
202209,아시아,방글라데시,유학연수,150.0,17.0,782.4
202209,아시아,방글라데시,기타,825.0,66.0,1_150.0
202209,아시아,방글라데시,전체,1395.0,149.0,836.2
202209,아시아,파키스탄,관광,234.0,34.0,588.2
202209,아시아,파키스탄,상용,127.0,21.0,504.8
202209,아시아,파키스탄,공용,15.0,6.0,150.0
202209,아시아,파키스탄,유학연수,201.0,38.0,428.9
202209,아시아,파키스탄,기타,389.0,94.0,313.8
202209,아시아,파키스탄,전체,966.0,193.0,400.5
202209,아시아,이스라엘,관광,1119.0,3.0,37_200.0
202209,아시아,이스라엘,상용,5.0,16.0,-68.8
202209,아시아,이스라엘,공용,1.0,0.0,0
202209,아시아,이스라엘,유학연수,2.0,1.0,100.0
202209,아시아,이스라엘,기타,47.0,25.0,88.0
202209,아시아,이스라엘,전체,1174.0,45.0,2_508.9
202209,아시아,이란,관광,136.0,6.0,2_166.7
202209,아시아,이란,상용,64.0,1.0,6_300.0
202209,아시아,이란,공용,3.0,0.0,0
202209,아시아,이란,유학연수,41.0,13.0,215.4
202209,아시아,이란,기타,43.0,23.0,87.0
202209,아시아,이란,전체,287.0,43.0,567.4
202209,아시아,기타,관광,947.0,88.0,976.1
202209,아시아,기타,상용,896.0,226.0,296.5
202209,아시아,기타,공용,271.0,27.0,903.7
202209,아시아,기타,유학연수,305.0,129.0,136.4
202209,아시아,기타,기타,3643.0,506.0,620.0
202209,아시아,기타,전체,6062.0,976.0,521.1
202209,아메리카,연도대륙,관광,56186.0,8176.0,587.2
202209,아메리카,연도대륙,상용,268.0,127.0,111.0
202209,아메리카,연도대륙,공용,1784.0,1375.0,29.7
202209,아메리카,연도대륙,유학연수,186.0,139.0,33.8
202209,아메리카,연도대륙,기타,16912.0,13758.0,22.9
202209,아메리카,연도대륙,전체,75336.0,23575.0,219.6
202209,아메리카,미국,관광,45126.0,7718.0,484.7
202209,아메리카,미국,상용,200.0,77.0,159.7
202209,아메리카,미국,공용,1731.0,1320.0,31.1
202209,아메리카,미국,유학연수,95.0,59.0,61.0
202209,아메리카,미국,기타,13283.0,10053.0,32.1
202209,아메리카,미국,전체,60435.0,19227.0,214.3
202209,아메리카,캐나다,관광,8043.0,353.0,2_178.5
202209,아메리카,캐나다,상용,23.0,36.0,-36.1
202209,아메리카,캐나다,공용,13.0,4.0,225.0
202209,아메리카,캐나다,유학연수,18.0,15.0,20.0
202209,아메리카,캐나다,기타,3020.0,3314.0,-8.9
202209,아메리카,캐나다,전체,11117.0,3722.0,198.7
202209,아메리카,브라질,관광,683.0,2.0,34_050.0
202209,아메리카,브라질,상용,19.0,6.0,216.7
202209,아메리카,브라질,공용,8.0,5.0,60.0
202209,아메리카,브라질,유학연수,16.0,8.0,100.0
202209,아메리카,브라질,기타,189.0,88.0,114.8
202209,아메리카,브라질,전체,915.0,109.0,739.4
202209,아메리카,멕시코,관광,858.0,66.0,1_200.0
202209,아메리카,멕시코,상용,4.0,0.0,0
202209,아메리카,멕시코,공용,6.0,4.0,50.0
202209,아메리카,멕시코,유학연수,15.0,23.0,-34.8
202209,아메리카,멕시코,기타,195.0,189.0,3.2
202209,아메리카,멕시코,전체,1078.0,282.0,282.3
202209,아메리카,기타,관광,1476.0,37.0,3_889.2
202209,아메리카,기타,상용,22.0,8.0,175.0
202209,아메리카,기타,공용,26.0,42.0,-38.1
202209,아메리카,기타,유학연수,42.0,34.0,23.5
202209,아메리카,기타,기타,225.0,114.0,97.4
202209,아메리카,기타,전체,1791.0,235.0,662.1
202209,유럽,연도대륙,관광,35263.0,3024.0,1_066.1
202209,유럽,연도대륙,상용,566.0,506.0,11.9
202209,유럽,연도대륙,공용,140.0,92.0,52.2
202209,유럽,연도대륙,유학연수,654.0,838.0,-22.0
202209,유럽,연도대륙,기타,10483.0,9147.0,14.6
202209,유럽,연도대륙,전체,47106.0,13607.0,246.2
202209,유럽,러시아,관광,3174.0,293.0,983.3
202209,유럽,러시아,상용,67.0,72.0,-6.9
202209,유럽,러시아,공용,15.0,16.0,-6.2
202209,유럽,러시아,유학연수,139.0,159.0,-12.6
202209,유럽,러시아,기타,2996.0,2537.0,18.1
202209,유럽,러시아,전체,6391.0,3077.0,107.7
202209,유럽,영국,관광,4523.0,440.0,928.0
202209,유럽,영국,상용,61.0,35.0,74.3
202209,유럽,영국,공용,17.0,16.0,6.2
202209,유럽,영국,유학연수,58.0,6.0,866.7
202209,유럽,영국,기타,561.0,344.0,63.1
202209,유럽,영국,전체,5220.0,841.0,520.7
202209,유럽,독일,관광,7109.0,385.0,1_746.5
202209,유럽,독일,상용,127.0,92.0,38.0
202209,유럽,독일,공용,13.0,8.0,62.5
202209,유럽,독일,유학연수,81.0,59.0,37.3
202209,유럽,독일,기타,1676.0,1266.0,32.4
202209,유럽,독일,전체,9006.0,1810.0,397.6
202209,유럽,프랑스,관광,5842.0,316.0,1_748.7
202209,유럽,프랑스,상용,96.0,74.0,29.7
202209,유럽,프랑스,공용,21.0,21.0,0.0
202209,유럽,프랑스,유학연수,140.0,324.0,-56.8
202209,유럽,프랑스,기타,1119.0,903.0,23.9
202209,유럽,프랑스,전체,7218.0,1638.0,340.7
202209,유럽,이탈리아,관광,1706.0,102.0,1_572.5
202209,유럽,이탈리아,상용,38.0,58.0,-34.5
202209,유럽,이탈리아,공용,4.0,4.0,0.0
202209,유럽,이탈리아,유학연수,35.0,14.0,150.0
202209,유럽,이탈리아,기타,260.0,216.0,20.4
202209,유럽,이탈리아,전체,2043.0,394.0,418.5
202209,유럽,네덜란드,관광,1829.0,125.0,1_363.2
202209,유럽,네덜란드,상용,10.0,22.0,-54.5
202209,유럽,네덜란드,공용,3.0,5.0,-40.0
202209,유럽,네덜란드,유학연수,13.0,14.0,-7.1
202209,유럽,네덜란드,기타,906.0,909.0,-0.3
202209,유럽,네덜란드,전체,2761.0,1075.0,156.8
202209,유럽,우크라이나,관광,475.0,297.0,59.9
202209,유럽,우크라이나,상용,15.0,4.0,275.0
202209,유럽,우크라이나,공용,0.0,0.0,0
202209,유럽,우크라이나,유학연수,18.0,19.0,-5.3
202209,유럽,우크라이나,기타,564.0,847.0,-33.4
202209,유럽,우크라이나,전체,1072.0,1167.0,-8.1
202209,유럽,스페인,관광,1483.0,77.0,1_826.0
202209,유럽,스페인,상용,8.0,17.0,-52.9
202209,유럽,스페인,공용,8.0,1.0,700.0
202209,유럽,스페인,유학연수,51.0,101.0,-49.5
202209,유럽,스페인,기타,202.0,117.0,72.6
202209,유럽,스페인,전체,1752.0,313.0,459.7
202209,유럽,루마니아,관광,409.0,142.0,188.0
202209,유럽,루마니아,상용,6.0,5.0,20.0
202209,유럽,루마니아,공용,7.0,2.0,250.0
202209,유럽,루마니아,유학연수,5.0,4.0,25.0
202209,유럽,루마니아,기타,162.0,178.0,-9.0
202209,유럽,루마니아,전체,589.0,331.0,77.9
202209,유럽,노르웨이,관광,455.0,27.0,1_585.2
202209,유럽,노르웨이,상용,13.0,5.0,160.0
202209,유럽,노르웨이,공용,6.0,0.0,0
202209,유럽,노르웨이,유학연수,9.0,9.0,0.0
202209,유럽,노르웨이,기타,34.0,34.0,0.0
202209,유럽,노르웨이,전체,517.0,75.0,589.3
202209,유럽,스웨덴,관광,679.0,63.0,977.8
202209,유럽,스웨덴,상용,13.0,21.0,-38.1
202209,유럽,스웨덴,공용,3.0,1.0,200.0
202209,유럽,스웨덴,유학연수,14.0,19.0,-26.3
202209,유럽,스웨덴,기타,74.0,54.0,37.0
202209,유럽,스웨덴,전체,783.0,158.0,395.6
202209,유럽,폴란드,관광,1137.0,99.0,1_048.5
202209,유럽,폴란드,상용,8.0,9.0,-11.1
202209,유럽,폴란드,공용,1.0,4.0,-75.0
202209,유럽,폴란드,유학연수,5.0,7.0,-28.6
202209,유럽,폴란드,기타,353.0,238.0,48.3
202209,유럽,폴란드,전체,1504.0,357.0,321.3
202209,유럽,스위스,관광,1076.0,79.0,1_262.0
202209,유럽,스위스,상용,5.0,9.0,-44.4
202209,유럽,스위스,공용,0.0,0.0,0
202209,유럽,스위스,유학연수,10.0,16.0,-37.5
202209,유럽,스위스,기타,79.0,65.0,21.5
202209,유럽,스위스,전체,1170.0,169.0,592.3
202209,유럽,포르투갈,관광,308.0,14.0,2_100.0
202209,유럽,포르투갈,상용,6.0,4.0,50.0
202209,유럽,포르투갈,공용,1.0,1.0,0.0
202209,유럽,포르투갈,유학연수,1.0,7.0,-85.7
202209,유럽,포르투갈,기타,74.0,210.0,-64.8
202209,유럽,포르투갈,전체,390.0,236.0,65.3
202209,유럽,오스트리아,관광,657.0,52.0,1_163.5
202209,유럽,오스트리아,상용,7.0,5.0,40.0
202209,유럽,오스트리아,공용,2.0,0.0,0
202209,유럽,오스트리아,유학연수,5.0,1.0,400.0
202209,유럽,오스트리아,기타,168.0,139.0,20.9
202209,유럽,오스트리아,전체,839.0,197.0,325.9
202209,유럽,핀란드,관광,309.0,34.0,808.8
202209,유럽,핀란드,상용,7.0,4.0,75.0
202209,유럽,핀란드,공용,1.0,1.0,0.0
202209,유럽,핀란드,유학연수,11.0,11.0,0.0
202209,유럽,핀란드,기타,142.0,219.0,-35.2
202209,유럽,핀란드,전체,470.0,269.0,74.7
202209,유럽,벨기에,관광,848.0,73.0,1_061.6
202209,유럽,벨기에,상용,6.0,14.0,-57.1
202209,유럽,벨기에,공용,3.0,4.0,-25.0
202209,유럽,벨기에,유학연수,11.0,7.0,57.1
202209,유럽,벨기에,기타,154.0,106.0,45.3
202209,유럽,벨기에,전체,1022.0,204.0,401.0
202209,유럽,크로아티아,관광,140.0,36.0,288.9
202209,유럽,크로아티아,상용,6.0,3.0,100.0
202209,유럽,크로아티아,공용,0.0,1.0,-100.0
202209,유럽,크로아티아,유학연수,0.0,1.0,-100.0
202209,유럽,크로아티아,기타,65.0,48.0,35.4
202209,유럽,크로아티아,전체,211.0,89.0,137.1
202209,유럽,그리스,관광,335.0,139.0,141.0
202209,유럽,그리스,상용,14.0,20.0,-30.0
202209,유럽,그리스,공용,1.0,1.0,0.0
202209,유럽,그리스,유학연수,1.0,5.0,-80.0
202209,유럽,그리스,기타,99.0,128.0,-22.7
202209,유럽,그리스,전체,450.0,293.0,53.6
202209,유럽,불가리아,관광,180.0,22.0,718.2
202209,유럽,불가리아,상용,0.0,0.0,0
202209,유럽,불가리아,공용,2.0,0.0,0
202209,유럽,불가리아,유학연수,2.0,5.0,-60.0
202209,유럽,불가리아,기타,120.0,144.0,-16.7
202209,유럽,불가리아,전체,304.0,171.0,77.8
202209,유럽,덴마크,관광,628.0,34.0,1_747.1
202209,유럽,덴마크,상용,11.0,9.0,22.2
202209,유럽,덴마크,공용,2.0,1.0,100.0
202209,유럽,덴마크,유학연수,4.0,9.0,-55.6
202209,유럽,덴마크,기타,59.0,50.0,18.0
202209,유럽,덴마크,전체,704.0,103.0,583.5
202209,유럽,아일랜드,관광,402.0,38.0,957.9
202209,유럽,아일랜드,상용,4.0,4.0,0.0
202209,유럽,아일랜드,공용,4.0,1.0,300.0
202209,유럽,아일랜드,유학연수,2.0,5.0,-60.0
202209,유럽,아일랜드,기타,45.0,54.0,-16.7
202209,유럽,아일랜드,전체,457.0,102.0,348.0
202209,유럽,기타,관광,1559.0,137.0,1_038.0
202209,유럽,기타,상용,38.0,20.0,90.0
202209,유럽,기타,공용,26.0,4.0,550.0
202209,유럽,기타,유학연수,39.0,36.0,8.3
202209,유럽,기타,기타,571.0,341.0,67.4
202209,유럽,기타,전체,2233.0,538.0,315.1
202209,오세아니아,연도대륙,관광,8971.0,55.0,16_210.9
202209,오세아니아,연도대륙,상용,146.0,7.0,1_985.7
202209,오세아니아,연도대륙,공용,37.0,12.0,208.3
202209,오세아니아,연도대륙,유학연수,9.0,7.0,28.6
202209,오세아니아,연도대륙,기타,1077.0,311.0,246.3
202209,오세아니아,연도대륙,전체,10240.0,392.0,2_512.2
202209,오세아니아,호주,관광,7357.0,40.0,18_292.5
202209,오세아니아,호주,상용,105.0,5.0,2_000.0
202209,오세아니아,호주,공용,26.0,12.0,116.7
202209,오세아니아,호주,유학연수,7.0,6.0,16.7
202209,오세아니아,호주,기타,685.0,196.0,249.5
202209,오세아니아,호주,전체,8180.0,259.0,3_058.3
202209,오세아니아,뉴질랜드,관광,1542.0,15.0,10_180.0
202209,오세아니아,뉴질랜드,상용,41.0,2.0,1_950.0
202209,오세아니아,뉴질랜드,공용,1.0,0.0,0
202209,오세아니아,뉴질랜드,유학연수,0.0,1.0,-100.0
202209,오세아니아,뉴질랜드,기타,375.0,104.0,260.6
202209,오세아니아,뉴질랜드,전체,1959.0,122.0,1_505.7
202209,오세아니아,기타,관광,72.0,0.0,0
202209,오세아니아,기타,상용,0.0,0.0,0
202209,오세아니아,기타,공용,10.0,0.0,0
202209,오세아니아,기타,유학연수,2.0,0.0,0
202209,오세아니아,기타,기타,17.0,11.0,54.5
202209,오세아니아,기타,전체,101.0,11.0,818.2
202209,아프리카,연도대륙,관광,1369.0,48.0,2_752.1
202209,아프리카,연도대륙,상용,297.0,146.0,103.4
202209,아프리카,연도대륙,공용,81.0,20.0,305.0
202209,아프리카,연도대륙,유학연수,282.0,153.0,84.3
202209,아프리카,연도대륙,기타,1242.0,730.0,70.1
202209,아프리카,연도대륙,전체,3271.0,1097.0,198.2
202209,아프리카,남아프리카공화국,관광,284.0,6.0,4_633.3
202209,아프리카,남아프리카공화국,상용,3.0,5.0,-40.0
202209,아프리카,남아프리카공화국,공용,4.0,0.0,0
202209,아프리카,남아프리카공화국,유학연수,1.0,1.0,0.0
202209,아프리카,남아프리카공화국,기타,227.0,103.0,120.4
202209,아프리카,남아프리카공화국,전체,519.0,115.0,351.3
202209,아프리카,기타,관광,1085.0,42.0,2_483.3
202209,아프리카,기타,상용,294.0,141.0,108.5
202209,아프리카,기타,공용,77.0,20.0,285.0
202209,아프리카,기타,유학연수,281.0,152.0,84.9
202209,아프리카,기타,기타,1015.0,627.0,61.9
202209,아프리카,기타,전체,2752.0,982.0,180.2
202209,기타,연도대륙,관광,11.0,5.0,120.0
202209,기타,연도대륙,상용,1.0,0.0,0
202209,기타,연도대륙,공용,0.0,0.0,0
202209,기타,연도대륙,유학연수,0.0,0.0,0
202209,기타,연도대륙,기타,6.0,1.0,500.0
202209,기타,연도대륙,전체,18.0,6.0,200.0
202209,기타,기타,관광,11.0,5.0,120.0
202209,기타,기타,상용,1.0,0.0,0
202209,기타,기타,공용,0.0,0.0,0
202209,기타,기타,유학연수,0.0,0.0,0
202209,기타,기타,기타,6.0,1.0,500.0
202209,기타,기타,전체,18.0,6.0,200.0
202209,교포,연도대륙,관광,0.0,0.0,0
202209,교포,연도대륙,상용,0.0,0.0,0
202209,교포,연도대륙,공용,0.0,0.0,0
202209,교포,연도대륙,유학연수,0.0,0.0,0
202209,교포,연도대륙,기타,3269.0,1328.0,146.2
202209,교포,연도대륙,전체,3269.0,1328.0,146.2
202209,교포,교포,관광,0.0,0.0,0
202209,교포,교포,상용,0.0,0.0,0
202209,교포,교포,공용,0.0,0.0,0
202209,교포,교포,유학연수,0.0,0.0,0
202209,교포,교포,기타,3269.0,1328.0,146.2
202209,교포,교포,전체,3269.0,1328.0,146.2
202210,대륙전체,연도,관광,360862.0,25698.0,1_304.2
202210,대륙전체,연도,상용,9314.0,2397.0,288.6
202210,대륙전체,연도,공용,3660.0,2193.0,66.9
202210,대륙전체,연도,유학연수,3924.0,2702.0,45.2
202210,대륙전체,연도,기타,98337.0,59426.0,65.5
202210,대륙전체,연도,전체,476097.0,92416.0,415.2
202210,아시아,연도대륙,관광,232227.0,10367.0,2_140.1
202210,아시아,연도대륙,상용,7924.0,1686.0,370.0
202210,아시아,연도대륙,공용,1816.0,410.0,342.9
202210,아시아,연도대륙,유학연수,3666.0,2467.0,48.6
202210,아시아,연도대륙,기타,61817.0,31839.0,94.2
202210,아시아,연도대륙,전체,307450.0,46769.0,557.4
202210,아시아,중국,관광,9311.0,1366.0,581.6
202210,아시아,중국,상용,1273.0,322.0,295.3
202210,아시아,중국,공용,25.0,3.0,733.3
202210,아시아,중국,유학연수,1072.0,1639.0,-34.6
202210,아시아,중국,기타,11259.0,10705.0,5.2
202210,아시아,중국,전체,22940.0,14035.0,63.4
202210,아시아,일본,관광,63905.0,176.0,36_209.7
202210,아시아,일본,상용,1492.0,260.0,473.8
202210,아시아,일본,공용,60.0,11.0,445.5
202210,아시아,일본,유학연수,248.0,69.0,259.4
202210,아시아,일본,기타,1454.0,721.0,101.7
202210,아시아,일본,전체,67159.0,1237.0,5_329.2
202210,아시아,대만,관광,10672.0,69.0,15_366.7
202210,아시아,대만,상용,260.0,60.0,333.3
202210,아시아,대만,공용,6.0,0.0,0
202210,아시아,대만,유학연수,65.0,27.0,140.7
202210,아시아,대만,기타,355.0,185.0,91.9
202210,아시아,대만,전체,11358.0,341.0,3_230.8
202210,아시아,홍콩,관광,11050.0,25.0,44_100.0
202210,아시아,홍콩,상용,71.0,40.0,77.5
202210,아시아,홍콩,공용,1.0,0.0,0
202210,아시아,홍콩,유학연수,23.0,20.0,15.0
202210,아시아,홍콩,기타,71.0,32.0,121.9
202210,아시아,홍콩,전체,11216.0,117.0,9_486.3
202210,아시아,마카오,관광,61.0,0.0,0
202210,아시아,마카오,상용,1.0,0.0,0
202210,아시아,마카오,공용,0.0,0.0,0
202210,아시아,마카오,유학연수,2.0,1.0,100.0
202210,아시아,마카오,기타,11.0,1.0,1_000.0
202210,아시아,마카오,전체,75.0,2.0,3_650.0
202210,아시아,필리핀,관광,16511.0,3497.0,372.1
202210,아시아,필리핀,상용,372.0,5.0,7_340.0
202210,아시아,필리핀,공용,138.0,42.0,228.6
202210,아시아,필리핀,유학연수,24.0,1.0,2_300.0
202210,아시아,필리핀,기타,9921.0,7138.0,39.0
202210,아시아,필리핀,전체,26966.0,10683.0,152.4
202210,아시아,인도네시아,관광,10146.0,1167.0,769.4
202210,아시아,인도네시아,상용,92.0,14.0,557.1
202210,아시아,인도네시아,공용,272.0,15.0,1_713.3
202210,아시아,인도네시아,유학연수,74.0,4.0,1_750.0
202210,아시아,인도네시아,기타,4166.0,2026.0,105.6
202210,아시아,인도네시아,전체,14750.0,3226.0,357.2
202210,아시아,태국,관광,31421.0,149.0,20_987.9
202210,아시아,태국,상용,123.0,15.0,720.0
202210,아시아,태국,공용,103.0,11.0,836.4
202210,아시아,태국,유학연수,36.0,9.0,300.0
202210,아시아,태국,기타,2745.0,713.0,285.0
202210,아시아,태국,전체,34428.0,897.0,3_738.1
202210,아시아,베트남,관광,21853.0,303.0,7_112.2
202210,아시아,베트남,상용,864.0,10.0,8_540.0
202210,아시아,베트남,공용,340.0,7.0,4_757.1
202210,아시아,베트남,유학연수,1328.0,348.0,281.6
202210,아시아,베트남,기타,7625.0,843.0,804.5
202210,아시아,베트남,전체,32010.0,1511.0,2_018.5
202210,아시아,인도,관광,3852.0,1005.0,283.3
202210,아시아,인도,상용,1642.0,127.0,1_192.9
202210,아시아,인도,공용,35.0,9.0,288.9
202210,아시아,인도,유학연수,50.0,20.0,150.0
202210,아시아,인도,기타,2389.0,2031.0,17.6
202210,아시아,인도,전체,7968.0,3192.0,149.6
202210,아시아,말레이시아,관광,11160.0,56.0,19_828.6
202210,아시아,말레이시아,상용,71.0,29.0,144.8
202210,아시아,말레이시아,공용,2.0,5.0,-60.0
202210,아시아,말레이시아,유학연수,11.0,12.0,-8.3
202210,아시아,말레이시아,기타,1105.0,294.0,275.9
202210,아시아,말레이시아,전체,12349.0,396.0,3_018.4
202210,아시아,싱가포르,관광,23306.0,80.0,29_032.5
202210,아시아,싱가포르,상용,471.0,53.0,788.7
202210,아시아,싱가포르,공용,1.0,11.0,-90.9
202210,아시아,싱가포르,유학연수,7.0,1.0,600.0
202210,아시아,싱가포르,기타,976.0,216.0,351.9
202210,아시아,싱가포르,전체,24761.0,361.0,6_759.0
202210,아시아,몽골,관광,7109.0,144.0,4_836.8
202210,아시아,몽골,상용,30.0,5.0,500.0
202210,아시아,몽골,공용,270.0,24.0,1_025.0
